PID,contestant,Age,Sex,Birthday,Season,Finish,Day 1 Filming date,Days,SurvAv,SurvSc,NoJ,ChW%,InChW%,TChW%,SO,TC%,wTCR,VFB%,nVFB%,VAT%,JV%,Exile,Time
TLNB91175714909529,Norman Woods-O'Brien,,Sex 1,,19,12,,21.0,1.94,0.67,1.94,0.39,0.00,0.750,1,0.27,1.00,0.50,0.50,0.50,0.0,0,1
TLRW11948577972589,Edward Newton,,Sex 1,,18,9,,24.0,3.53,0.91,3.53,0.29,0.00,0.545,0,0.61,2.33,0.67,0.33,0.33,0.0,5,1
TMYF94461696064533,Dr Georgina Goodwin,,Sex 1,,15,8,,27.0,4.22,1.22,4.22,0.38,0.33,0.417,0,0.84,2.18,0.86,0.14,0.14,0.0,0,1
TOIJ05221587514934,Hannah Frost-Hicks,,Sex 1,,24,15,,11.0,1.67,0.9,1.67,0.64,#DIV/0!,0.571,1,0.26,1.17,0.50,0.50,1.00,0.0,0,1
TQWF16967760937780,Lawrence Arnold,,Sex 2,,33,7,,35.0,2.68,0.57,2.68,0.12,0.00,0.462,2,0.45,1.41,0.45,0.55,0.27,0.0,0,1
TSOY96623869752694,Julian Cooper,,Sex 2,,23,15,,15.0,2.93,0.86,2.93,0.23,#DIV/0!,0.333,0,0.63,2.67,0.67,0.33,0.33,0.0,1,1
TSUO43597823360083,Ms Abigail Cameron,,Sex 2,,21,14,,15.0,2.27,0.91,2.27,0.14,0.00,0.333,0,0.77,2.04,0.80,0.20,0.40,0.0,0,1
TTKR56232664593732,Megan Reed,25.8,Sex 2,1981-04-05,14,15,2007-02-08,11.0,0.74,0.25,0.74,1.0,#DIV/0!,1.000,0,-0.75,0.00,0.00,1.00,1.00,0.0,0,1
TUFB07741092975665,Anthony Marsh-Green,,Sex 2,,22,16,,12.0,0.14,0.03,0.14,0.14,#DIV/0!,0.250,0,-0.11,0.00,0.00,1.00,1.00,0.0,1,1
TUGD53099656782405,Christian Fuller,29.5,Sex 1,1978-12-18,17,4,2008-06-23,38.0,3.35,0.89,3.35,0.07,0.00,0.286,0,0.83,2.59,0.83,0.17,0.25,0.0,0,1
TVIH46373080128994,Dr Nicola Edwards,,Sex 1,,29,16,,8.5,1.04,0.26,1.04,0.0,#DIV/0!,0.000,0,0.26,1.04,0.33,0.67,0.33,0.0,1,1
TVTV91374635322791,Jeffrey Williams,,Sex 1,,4,6,,33.0,3.02,0.65,3.02,0.17,0.14,0.364,4,0.48,1.40,0.50,0.50,0.33,0.0,0,1
TXUI36153670525783,Tina Taylor,101.5,Sex 2,,3,15,2001-07-11,6.0,1.40,0.31,1.40,0.0,#DIV/0!,0.000,0,0.31,1.40,0.50,0.50,0.50,0.0,0,1
UAEL93585466110546,Damian Cooper,105.5,Sex 2,,11,5,2005-06-27,36.0,4.99,0.92,4.99,0.261,0.20,0.615,0,0.66,1.87,0.67,0.33,0.33,0.0,0,1
UBHS70393927462763,Jessica Burrows,,Sex 1,,6,2,,39.0,8.05,1.39,7.19,0.36,0.33,0.364,0,0.9,2.55,0.91,0.09,0.36,0.14,0,1
UCJA78895983895791,Nicholas Day,27.8,Sex 1,1978-08-21,13,5,2006-06-26,37.0,3.43,0.78,3.43,0.152,0.14,0.214,3,0.63,1.98,0.64,0.36,0.18,0.0,5,1
UEPR94085291593448,Ruth Baker,,Sex 1,,33,2,,39.0,8.75,1.22,8.75,0.36,0.36,0.308,0,0.86,4.00,0.86,0.14,0.14,0.0,0,1
UFEZ81840150997514,Max Perry,,Sex 2,,40,6,,36.0,4.39,0.79,4.39,0.25,0.25,0.182,1,0.54,1.91,0.55,0.45,,0.0,0,2
UFEZ81840150997514,Max Perry,,Sex 2,,25,1,,39.0,8.35,1.65,3.85,0.12,0.09,0.273,0,0.78,2.20,0.79,0.21,0.29,0.75,0,1
UFNV60586826505885,Dr Henry Jones,,Sex 2,,22,18,,6.0,0.00,-0.44,0.00,0.0,#DIV/0!,0.000,0,-0.44,0.00,0.00,1.00,1.00,0.0,3,1
UFNV60586826505885,Dr Henry Jones,,Sex 2,,26,20,,3.0,0.10,-0.1,0.10,0.5,#DIV/0!,0.500,0,-0.6,0.00,0.00,1.00,1.00,0.0,0,2
UKBE83207816733205,Liam Smith,,Sex 2,,18,16,,3.0,0.00,-0.88,0.00,0.0,#DIV/0!,0.000,0,-0.88,0.00,0.00,1.00,1.00,0.0,0,1
ULHM80573332035911,Timothy Gibbons-Arnold,100.8,Sex 2,,2,16,2000-10-23,3.0,0.00,-0.88,0.00,0.0,#DIV/0!,0.000,0,-0.88,0.00,0.00,1.00,1.00,0.0,0,1
ULOQ93840216358745,Yvonne Jones,,Sex 1,,19,8,,31.0,2.48,0.82,2.48,0.19,0.00,0.700,3,0.48,1.17,0.50,0.50,0.33,0.0,0,1
UMAJ74742485823362,Rosie Johnston,,Sex 2,,33,15,,18.0,1.84,0.73,1.84,0.43,#DIV/0!,0.250,0,0.3,1.40,0.50,0.50,1.00,0.0,0,1
UOWL14825553214912,Mr Dominic Davies,,Sex 2,,19,20,,3.0,0.13,-0.14,0.13,0.56,#DIV/0!,0.000,0,-0.7,0.00,0.00,1.00,1.00,0.0,0,1
UQSV00623453286582,Dr Jamie Howell,35.8,Sex 1,1971-04-09,14,1,2007-02-08,39.0,12.16,2.0,6.16,0.11,0.00,0.375,0,0.89,4.98,0.89,0.11,0.11,1.0,6,1
URWB00513042402000,Bradley Hunt,,Sex 2,,15,15,,6.0,0.00,-0.27,0.00,0.0,#DIV/0!,0.000,0,-0.27,0.00,0.00,1.00,1.00,0.0,0,1
UTED27613614677431,Olivia Mitchell,23.2,Sex 2,1983-12-02,14,10,2007-02-08,24.0,3.13,0.93,3.13,0.34,#DIV/0!,0.286,0,0.58,2.40,0.60,0.40,0.20,0.0,0,1
UVDU56076144114422,Carolyn Hawkins,27.8,Sex 2,1979-04-25,14,19,2007-02-08,3.0,0.00,-0.67,0.00,0.0,#DIV/0!,0.000,0,-0.67,0.00,0.00,1.00,1.00,0.0,0,1
UVNV16322547849800,Angela Hughes-Ward,,Sex 2,,22,13,,19.0,1.78,0.7,1.78,0.25,#DIV/0!,0.429,2,0.45,1.40,0.50,0.50,0.50,0.0,1,1
UWRX03465279688974,Miss Jane Wright,104.5,Sex 2,,9,12,2004-06-26,15.0,2.62,0.84,2.27,0.38,#DIV/0!,0.400,0,0.47,1.75,0.50,0.50,0.25,0.0,0,1
UXFT32589378674501,Craig Cooke,0.0,Sex 2,,31,7,,35.0,1.75,0.72,1.75,0.06,0.00,0.273,2,0.66,1.04,0.67,0.33,0.50,0.0,0,2
UXFT32589378674501,Craig Cooke,,Sex 2,,25,5,,36.0,2.28,0.4,2.28,0.13,0.11,0.182,6,0.27,0.80,0.29,0.71,0.57,0.0,0,1
UZBP65869884939191,Laura Thompson-Robson,,Sex 2,,34,14,,18.0,1.81,0.77,1.81,0.29,#DIV/0!,0.222,0,0.48,1.40,0.50,0.50,0.33,0.0,0,3
UZBP65869884939191,Laura Thompson-Robson,-66.3,Sex 1,1966-04-16,31,17,,11.0,2.63,0.72,2.63,0.0,#DIV/0!,0.000,0,0.72,2.63,0.75,0.25,0.25,0.0,0,2
UZBP65869884939191,Laura Thompson-Robson,34.5,Sex 1,1966-04-16,2,10,2000-10-23,21.0,2.67,0.96,2.67,0.38,0.00,0.600,0,0.57,1.70,0.67,0.33,1.00,0.0,0,1
VAIQ79065874240709,Dr Tracy Thomas,,Sex 2,,5,4,,37.0,5.27,1.0,5.27,0.264,0.22,0.417,1,0.74,2.33,0.75,0.25,0.75,0.0,0,1
VCFP82058571847897,Hayley Jones-Martin,,Sex 1,,22,9,,33.0,1.22,0.37,1.10,0.05,0.00,0.429,1,0.32,0.72,0.33,0.67,0.22,0.0,3,1
VDXB93450150667280,Jean Dale,,Sex 1,,38,11,,35.0,1.51,0.69,1.51,0.04,0.00,0.100,0,0.65,1.24,0.67,0.33,,0.0,11,1
VDXB93450150667280,Jean Dale,,Sex 1,,33,4,,38.0,4.87,1.09,4.87,0.24,0.18,0.385,1,0.85,1.71,0.86,0.14,0.43,0.0,0,1
VFLN25185462664929,Kevin Butcher,101.5,Sex 2,,3,9,2001-07-11,24.0,3.36,0.96,3.36,0.181,0.00,0.455,1,0.78,2.49,0.80,0.20,0.20,0.0,0,1
VFYQ29502324196942,Alexandra Williams,,Sex 2,,25,11,,19.0,0.92,-0.02,0.92,0.35,0.00,0.500,2,-0.36,0.00,0.00,1.00,1.00,0.0,0,1
VGVD65631767286875,Mohammad Hunt,0.0,Sex 2,,32,16,,8.0,0.27,0.1,0.27,0.43,#DIV/0!,0.333,0,-0.33,0.00,0.00,1.00,1.00,0.0,0,1
VHFY86420743993383,Tony Cooper,,Sex 2,,6,13,,12.0,0.55,0.4,0.55,0.54,#DIV/0!,0.571,0,-0.13,0.00,0.00,1.00,-2.50,0.0,0,1
VHST59585792134622,Dr Mark Owen,,Sex 1,,25,6,,33.0,5.33,0.98,5.33,0.36,0.29,0.455,0,0.61,1.94,0.63,0.38,0.13,0.0,0,1
VJAU46775040215860,Stephen Jones,,Sex 2,,28,12,,16.0,1.85,0.57,1.85,0.37,#DIV/0!,0.333,3,0.19,1.17,0.50,0.50,1.00,0.0,0,1
VKMB10909501358364,Charlie Kennedy,,Sex 2,,38,17,,14.0,0.92,0.33,0.92,0.18,0.00,0.111,0,0.15,0.43,0.20,0.80,,0.0,1,1
VLVC83904928261987,Carol Thomas,,Sex 1,,23,12,,25.0,2.43,0.73,2.43,0.32,0.33,0.429,0,0.41,1.00,0.43,0.57,0.29,0.0,1,1
VMRH92535226983880,Dr Jay Lewis,,Sex 1,,5,2,,39.0,8.31,1.49,5.74,0.18,0.10,0.500,0,0.88,3.56,0.89,0.11,0.89,0.43,0,1
VMUS30405498015983,Anne Wilkinson-Edwards,,Sex 2,,36,10,,29.0,3.14,0.73,3.14,0.11,0.00,0.250,1,0.62,2.50,0.63,0.38,,0.0,1,1
VOMT36397578849735,Jonathan Fletcher,0.0,Sex 1,,31,15,,13.0,0.52,0.25,0.52,0.33,0.50,0.167,1,-0.08,0.00,0.00,1.00,0.00,0.0,0,2
VOMT36397578849735,Miss Teresa Edwards,,Sex 1,1959-10-10,12,3,,38.0,11.58,1.03,11.58,0.636,0.65,0.462,0,0.4,2.24,0.40,0.60,0.10,0.0,8,1
VOPZ34223910004749,Mr Leslie Pearson,,Sex 1,,33,5,,37.0,2.58,0.49,2.58,0.11,0.00,0.538,2,0.38,1.20,0.38,0.62,0.23,0.0,0,1
VQDB95520415832656,Douglas Ryan-Robinson,,Sex 2,,39,7,,35.0,3.30,0.88,3.30,0.19,0.14,0.455,2,0.69,1.63,0.70,0.30,,0.0,0,1
VSYB43096010382917,Stuart Mitchell,,Sex 2,,22,3,,39.0,6.81,1.07,6.81,0.15,0.10,0.571,0,0.92,5.17,0.92,0.08,0.08,0.0,0,1
VTDF00929994991142,Harriet Wilson,,Sex 1,,18,2,,39.0,8.20,1.21,8.20,0.21,0.20,0.333,2,1.0,5.60,1.00,0.00,0.18,0.0,6,1
VTDF00929994991142,Harriet Wilson,0.0,Sex 1,,31,9,,29.0,3.84,0.79,3.84,0.23,0.17,0.455,2,0.56,2.00,0.57,0.43,0.43,0.0,0,2
VTDW43697301160187,Rachel Tomlinson,23.3,Sex 2,1976-12-06,1,6,2000-03-13,33.0,3.51,0.57,3.51,0.21,0.20,0.364,3,0.36,0.95,0.38,0.63,0.38,0.0,0,1
VTFB45745934711622,Samuel Baker,104.5,Sex 1,,9,18,2004-06-26,3.0,0.00,-0.56,0.00,0.0,#DIV/0!,0.000,0,-0.56,0.00,0.00,1.00,1.00,0.0,0,1
VTZF36176548392270,Hannah Norris,,Sex 2,,18,13,,12.0,2.03,0.98,1.83,0.41,#DIV/0!,0.500,0,0.3,1.40,0.50,0.50,1.00,0.0,0,1
VUWQ52960960320434,Maurice Ford,101.5,Sex 1,,3,14,2001-07-11,9.0,0.39,0.04,0.39,0.541,#DIV/0!,0.600,1,-0.5,0.00,0.00,1.00,1.00,0.0,0,1
WATZ10863184166120,Kate Sutton,40.7,Sex 1,1960-02-11,2,3,2000-10-23,41.0,4.50,1.01,4.50,0.2,0.18,0.364,0,0.81,1.91,0.82,0.18,1.00,0.0,0,1
WBAN76577552834143,Mr Guy Bailey,,Sex 2,,4,15,,6.0,1.56,0.33,1.56,0.0,#DIV/0!,0.000,0,0.33,1.56,0.50,0.50,1.00,0.0,0,1
WCMX75359816000017,Mrs Kathleen Sullivan,,Sex 1,,26,11,,25.0,1.16,0.49,1.16,0.08,0.00,0.182,0,0.41,0.86,0.43,0.57,0.29,0.0,0,1
WCRH15975828871038,Raymond George,,Sex 1,,30,17,,6.0,0.17,-0.05,0.17,0.45,0,0.500,0,-0.5,0.00,0.00,1.00,1.00,0.0,0,1
WDTN10340163571433,Mr Billy Clark,0.0,Sex 2,,31,13,,19.0,2.15,0.67,2.15,0.32,0.00,0.500,1,0.35,1.40,0.50,0.50,0.50,0.0,0,2
WDTN10340163571433,Mr Billy Clark,,Sex 2,,28,3,,38.0,4.86,0.82,4.86,0.13,0.10,0.154,1,0.69,3.23,0.69,0.31,0.23,0.0,0,1
WDUP23239274031961,Mrs Jasmine Abbott,31.4,Sex 1,1975-02-14,13,1,2006-06-26,39.0,8.86,1.78,5.53,0.229,0.00,0.786,0,0.99,3.11,1.00,0.00,0.33,0.56,1,1
WDUP23239274031961,Mrs Jasmine Abbott,,Sex 1,,40,14,,35.0,3.66,0.91,3.66,0.19,0.00,0.444,0,0.72,3.00,0.75,0.25,,0.0,17,2
WGPE53623524706812,Katherine Parker,,Sex 2,,22,14,,17.0,0.38,0.17,0.38,0.28,#DIV/0!,0.500,0,-0.11,0.00,0.00,1.00,0.67,0.0,1,1
WHUX52986831113019,Sara Taylor,30.4,Sex 1,1969-11-02,1,7,2000-03-13,30.0,3.29,0.45,3.29,0.32,0.29,0.455,2,0.13,0.40,0.14,0.86,0.29,0.0,0,1
WHUX52986831113019,Sara Taylor,,Sex 1,,27,3,,39.5,5.09,1.09,5.09,0.19,0.11,0.857,0,0.9,3.18,0.91,0.09,0.45,0.0,0,2
WJXU90491054692595,Hannah Taylor,,Sex 1,,39,15,,16.0,3.53,1.39,3.53,0.74,#DIV/0!,0.750,0,0.65,2.80,1.00,0.00,,0.0,0,1
WLCB21572731599780,Ann Johnson,,Sex 1,,4,9,,24.0,2.12,0.68,2.12,0.11,0.00,0.400,4,0.57,1.56,0.67,0.33,0.67,0.0,0,1
WNHM16146695552952,Rosie Walker-Smith,,Sex 1,,26,8,,31.0,2.56,0.53,2.56,0.29,0.00,0.500,0,0.24,0.58,0.25,0.75,0.50,0.0,0,2
WNVS88657848079772,Gregory Harris,40.4,Sex 1,1963-06-18,8,9,2003-11-03,27.0,2.84,0.93,2.84,0.18,0.00,0.154,0,0.75,2.04,0.80,0.20,0.20,0.0,0,2
WNVS88657848079772,Darren Smith,38.1,Sex 1,1963-06-18,3,3,2001-07-11,38.0,7.50,1.25,7.50,0.441,0.45,0.417,0,0.81,1.64,0.82,0.18,0.45,0.0,0,1
WOOC85179501698376,Bernard Miller-Davies,,Sex 2,,15,10,,21.0,2.62,0.97,2.62,0.21,0.00,0.300,1,0.76,2.04,0.80,0.20,0.20,0.0,0,1
WOXG85471040752320,Kyle James-Rees,,Sex 1,,24,12,,20.0,1.86,0.83,1.86,0.15,0.00,0.273,1,0.68,1.50,0.75,0.25,0.25,0.0,0,1
WPBY11090711650794,Dr Jodie Begum,,Sex 2,,30,11,,22.0,2.40,0.77,2.40,0.21,0,0.556,0,0.56,1.40,0.60,0.40,0.40,0.0,0,1
WPBY11090711650794,Dr Jodie Begum,,Sex 2,,34,13,,21.0,2.35,0.97,2.35,0.2,0.00,0.333,0,0.77,1.87,0.80,0.20,0.60,0.0,0,2
WPXH64246545268003,Jayne Parkes-Carroll,,Sex 2,,28,15,,11.0,1.82,0.62,1.82,0.11,#DIV/0!,0.000,0,0.51,1.70,0.67,0.33,1.00,0.0,0,1
WRNZ07151594652471,Amelia Ryan,,Sex 1,,36,9,,29.0,2.50,0.67,2.50,0.12,0.00,0.231,0,0.55,1.73,0.56,0.44,,0.0,0,1
WUVD21482188568947,Steven Smith,106.5,Sex 1,,13,17,2006-06-26,11.0,1.48,0.51,1.48,0.26,#DIV/0!,0.200,1,0.25,1.27,0.50,0.50,0.50,0.0,0,1
WVJD00688902279518,Mr Geoffrey Morgan,,Sex 1,,27,10,,27.5,3.03,1.06,3.03,0.41,0.50,0.143,0,0.65,1.33,0.67,0.33,0.33,0.0,5,1
WVJD00688902279518,Mr Geoffrey Morgan,0.0,Sex 1,,31,20,,3.0,0.00,-0.6,0.00,0.0,#DIV/0!,0.000,0,-0.6,0.00,0.00,1.00,1.00,0.0,0,2
WWLN66471587142688,Mr Duncan Morgan,,Sex 2,,6,6,,33.0,1.89,0.57,1.89,0.09,0.00,0.545,1,0.48,1.08,0.50,0.50,0.13,0.0,0,1
WXQI76838759259922,Mr Oliver Wood,,Sex 2,,38,7,,35.0,4.47,0.8,4.47,0.26,0.18,0.667,1,0.54,0.97,0.56,0.44,,0.0,1,1
WXSY24264957425988,Mr Sean Hughes,,Sex 2,,12,6,,30.0,4.23,0.97,4.23,0.151,0.00,0.462,3,0.82,2.92,0.83,0.17,0.33,0.0,0,1
WZCW92179828735356,Michael Smith,,Sex 1,,39,16,,14.0,1.51,0.61,1.51,0.16,#DIV/0!,0.167,0,0.45,1.40,0.50,0.50,,0.0,0,1
WZUZ25507654314379,Jonathan Shepherd,,Sex 1,,12,1,,39.0,9.23,1.7,4.95,0.223,0.18,0.462,0,0.76,1.68,0.78,0.22,0.67,0.71,4,1
WZUZ25507654314379,Jonathan Shepherd,,Sex 1,,27,11,,25.5,1.76,0.6,1.76,0.35,0.00,0.857,0,0.25,0.85,0.33,0.67,0.33,0.0,4,2
XAQN34895769802861,Nathan Stephenson,105.5,Sex 2,,11,13,2005-06-27,15.0,1.77,0.63,1.77,0.397,0.00,0.700,0,0.24,0.85,0.33,0.67,0.67,0.0,0,1
XAUY54591709020761,David Ahmed,,Sex 2,,27,8,,33.5,3.08,0.69,3.08,0.16,0.17,0.143,0,0.54,1.88,0.54,0.46,0.31,0.0,1,1
XBSD31288937404763,Maria Adams,,Sex 1,,21,1,,39.0,11.99,1.65,8.66,0.5,0.40,0.545,0,0.6,2.80,0.60,0.40,0.30,0.556,0,1
XCKA56951648577987,Paul Thompson,,Sex 1,,4,5,,36.0,3.53,0.84,3.53,0.15,0.11,0.182,3,0.69,1.78,0.70,0.30,0.30,0.0,0,1
XDXN45060425137516,Gemma Lambert,,Sex 1,,12,7,,25.0,2.88,0.77,2.88,0.22,0.00,0.700,2,0.56,1.29,0.60,0.40,0.40,0.0,4,1
XEGF36205772847339,Elizabeth Lewis,0.0,Sex 1,,32,15,,9.0,0.66,-0.24,0.66,0.76,#DIV/0!,0.400,0,-1.0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0,1
XEGF36205772847339,Joshua Riley,,Sex 1,,34,18,,9.0,2.07,0.6,2.07,0.0,#DIV/0!,0.000,0,0.6,2.07,0.67,0.33,0.33,0.0,0,2
XFGP16143582976745,Mr Elliott Harrison,,Sex 2,,4,2,,39.0,8.06,1.5,5.49,0.17,0.09,0.636,1,0.89,3.15,0.90,0.10,0.10,0.43,0,1
XGZF69368587594406,Miss Annette Stephenson,28.6,Sex 2,1972-12-03,3,6,2001-07-11,33.0,3.09,0.71,3.09,0.097,0.00,0.500,1,0.62,2.19,0.63,0.38,0.25,0.0,0,1
XILY66677526241539,Dr Mark Bowen,,Sex 1,,22,6,,36.0,4.28,1.09,4.28,0.28,0.25,0.571,0,0.81,1.64,0.82,0.18,0.27,0.0,1,1
XIYO51845821592128,Hayley Davies,,Sex 2,,24,14,,14.0,0.43,0.23,0.43,0.4,#DIV/0!,0.333,0,-0.17,0.00,0.00,1.00,0.50,0.0,0,1
XIYO51845821592128,Hayley Davies,,Sex 2,,27,2,,39.5,7.38,1.38,6.63,0.34,0.33,0.429,2,0.92,3.23,0.92,0.08,0.23,0.125,0,2
XJEK68146191649863,Sophie Allen-Watkins,,Sex 2,,35,12,,19.0,1.78,-0.01,1.78,0.57,1.00,0.700,0,-0.58,0.00,0.00,1.00,1.00,0.0,0,1
XJTX92419466772802,Lewis Howe,28.8,Sex 1,1978-04-20,14,7,2007-02-08,33.0,3.06,0.93,3.06,0.2,0.00,0.667,0,0.73,1.62,0.75,0.25,0.25,0.0,0,1
XKQT24700026490149,Rebecca Harris,0.0,Sex 1,,32,11,,19.0,0.85,0.0,0.85,0.32,0.00,0.500,1,-0.32,0.00,0.00,1.00,0.00,0.0,0,1
XLQD58763879837062,Kieran Sharpe,,Sex 1,,24,9,,27.0,2.48,0.68,2.48,0.12,0.00,0.385,1,0.56,1.78,0.57,0.43,0.29,0.0,0,1
XOZA68736828724205,Guy Norton-Moore,,Sex 1,,15,6,,33.0,3.91,0.86,3.91,0.2,0.14,0.333,0,0.66,2.07,0.67,0.33,0.22,0.0,0,1
XSBU78993058674499,Dr Benjamin Winter,,Sex 2,,23,7,,33.0,1.58,0.75,1.58,0.06,0.00,0.571,2,0.68,1.03,0.70,0.30,0.60,0.0,1,1
XSWE56944140634085,Ms Gemma Walsh,103.5,Sex 2,,7,14,2003-06-23,16.0,0.74,0.24,0.74,0.459,#DIV/0!,0.500,2,-0.21,0.00,0.00,1.00,0.50,0.0,0,1
XUBS82192324473530,Kimberley Miller,,Sex 1,,24,10,,25.0,4.81,1.26,4.81,0.48,0.33,0.692,1,0.78,2.49,0.80,0.20,0.20,0.0,0,1
XVAK34220664309928,Mrs Ann Poole,,Sex 2,,28,13,,14.0,0.55,-0.08,0.55,0.39,#DIV/0!,0.286,2,-0.46,0.00,0.00,1.00,0.00,0.0,0,1
YASJ99546600902945,Mrs Kirsty Walker,27.4,Sex 2,1979-10-01,14,6,2007-02-08,36.0,5.68,1.0,5.68,0.34,0.14,0.875,0,0.65,2.33,0.67,0.33,0.33,0.0,0,1
YCNG97275830633503,Rosemary Webb,103.5,Sex 2,,7,16,2003-06-23,4.0,0.17,-0.3,0.17,0.571,#DIV/0!,0.500,0,-0.88,0.00,0.00,1.00,1.00,0.0,0,1
YDXK01464359267697,Louise Hobbs,,Sex 1,,15,12,,15.0,2.97,1.13,2.97,0.74,#DIV/0!,0.625,0,0.38,2.00,0.50,0.50,0.50,0.0,0,1
YFVY26516856066797,Barbara Owens,,Sex 2,,6,5,,36.0,4.06,0.85,4.06,0.09,0.00,0.545,0,0.77,3.11,0.78,0.22,0.22,0.0,0,1
YGIW97306890211524,Louise Martin,,Sex 1,,38,18,,17.0,1.40,0.32,1.40,0.0,0.00,0.000,0,0.32,1.40,0.50,0.50,,0.0,8,1
YGXW09759099877481,Mrs Lorraine Clayton,,Sex 2,,38,12,,35.0,2.93,0.84,2.93,0.25,0.00,0.800,1,0.58,1.44,0.67,0.33,,0.0,12,1
YHXV18291835598242,Alison Walker,,Sex 2,,16,4,,37.0,3.38,0.69,3.38,0.073,0.00,0.500,2,0.62,2.50,0.63,0.38,0.13,0.0,0,1
YKDH21345630695956,Dr Nicholas Moore,,Sex 1,,34,7,,35.0,1.74,0.69,1.74,0.06,0.00,0.231,1,0.63,1.19,0.64,0.36,0.64,0.0,0,2
YKDH21345630695956,Dr Nicholas Moore,,Sex 2,,33,14,,20.0,2.79,1.06,2.79,0.68,#DIV/0!,0.500,0,0.38,1.75,0.50,0.50,0.50,0.0,0,1
YOJF04874218050452,Robin Gill-Moore,22.7,Sex 2,1977-07-16,1,8,2000-03-13,27.0,2.47,0.8,2.47,0.17,0.00,0.545,0,0.63,1.24,0.67,0.33,0.83,0.0,0,1
YOJF04874218050452,Robin Gill-Moore,26.3,Sex 2,1977-07-16,8,3,2003-11-03,38.0,4.60,1.01,4.60,0.12,0.00,0.500,0,0.88,3.11,0.89,0.11,0.33,0.0,0,2
YPNN65381775085302,Kim Gough,103.5,Sex 2,,7,6,2003-06-23,33.0,2.98,0.87,2.98,0.099,0.00,0.400,2,0.77,1.98,0.78,0.22,0.33,0.0,0,1
YQOG66184181723622,Harry Ali,23.5,Sex 2,1980-12-15,9,5,2004-06-26,36.0,4.16,0.63,3.90,0.19,0.10,0.563,0,0.44,1.56,0.44,0.56,0.33,0.0,0,1
YQRT56445531847984,Donna Hussain,,Sex 1,,27,15,,14.5,3.05,0.94,3.05,0.16,#DIV/0!,0.000,0,0.78,2.80,0.80,0.20,0.40,0.0,4,1
YQRT56445531847984,Donna Hussain,,Sex 1,,34,2,,39.0,11.47,1.48,9.67,0.51,0.50,0.615,0,0.67,3.11,0.67,0.33,0.58,0.3,0,2
YQUH49577132863014,Damien Davies-Rahman,,Sex 1,,28,17,,6.0,2.00,0.36,2.00,0.0,#DIV/0!,0.000,0,0.36,2.00,0.50,0.50,0.50,0.0,0,1
YSDI74532238771453,Joanna Thomas,,Sex 2,,5,12,,15.0,0.43,0.17,0.43,0.34,#DIV/0!,0.375,2,-0.17,0.00,0.00,1.00,0.50,0.0,0,1
YSJS81656849368248,Miss Tina Mills,,Sex 1,,4,14,,9.0,1.17,0.27,1.17,0.0,#DIV/0!,0.000,0,0.27,1.17,0.33,0.67,0.33,0.0,0,1
YVSE83736028080058,Bernard Cooke,103.5,Sex 1,,7,9,2003-06-23,24.0,2.37,0.74,2.37,0.182,0.00,0.385,0,0.56,1.40,0.60,0.40,0.20,0.0,0,1
ZBQN63565816870753,Dennis Matthews,,Sex 2,,29,17,,6.5,0.00,-0.12,0.00,0.0,#DIV/0!,0.000,0,-0.12,0.00,0.00,1.00,0.50,0.0,2,1
ZCOF43037030526361,Mr Declan Williamson,,Sex 2,,21,6,,36.0,3.37,0.74,3.37,0.25,0.25,0.273,1,0.49,0.93,0.50,0.50,0.40,0.0,0,1
ZEQX14601155167971,Robert Williams,,Sex 2,,23,16,,12.0,0.24,-0.06,0.24,0.24,#DIV/0!,0.500,0,-0.29,0.00,0.00,1.00,1.00,0.0,1,1
ZFAI17694296980085,Beverley Leach-Bates,,Sex 2,,18,3,,38.0,2.98,0.73,2.98,0.07,0.00,0.417,1,0.66,2.07,0.67,0.33,0.44,0.0,4,1
ZFCQ73906816888250,Nicole Smith,,Sex 2,,25,13,,13.0,0.17,-0.7,0.17,0.13,#DIV/0!,0.167,3,-0.83,0.00,0.00,1.00,1.00,0.0,0,1
ZKTK26810909420261,Barry Robinson,,Sex 2,,28,7,,30.0,3.30,0.92,3.30,0.23,0.00,0.667,1,0.69,1.54,0.71,0.29,0.43,0.0,0,1
ZKYD72264827327002,Mr Leslie Green,22.5,Sex 2,1982-05-02,10,17,2004-11-01,6.0,1.53,0.42,1.53,0.09,0.00,0.333,0,0.32,1.40,0.50,0.50,0.50,0.0,0,1
ZMTH74690769035074,Miss Amy Gill,,Sex 1,,22,12,,27.0,0.92,0.32,0.92,0.06,0.00,0.286,1,0.27,0.67,0.29,0.71,0.29,0.0,1,1
ZMVA55519090698370,Thomas Morris,,Sex 1,,37,10,,28.0,3.38,0.86,3.38,0.38,0.25,0.636,0,0.48,1.08,0.50,0.50,,0.0,0,1
ZPXL53560176514335,Dennis Price,32.6,Sex 1,1974-06-25,14,13,2007-02-08,16.0,1.20,0.55,1.20,0.0,#DIV/0!,0.000,0,0.55,1.20,0.60,0.40,0.60,0.0,0,1
ZQFY32781906614460,Mr Benjamin Humphreys,,Sex 2,,22,11,,28.0,1.43,0.43,1.43,0.07,0.00,0.429,1,0.36,1.05,0.38,0.63,0.13,0.0,1,1
ZSHC78376308794206,Sara Miller,,Sex 1,,28,16,,8.0,0.17,-0.06,0.17,0.27,#DIV/0!,0.333,1,-0.33,0.00,0.00,1.00,1.00,0.0,0,1
